,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.9588544710695501,0.9228248074326887,0.7114285714285714,0.4370449852874068
1,57.0,0.9623611922852133,0.9288333138055067,0.6333333333333332,0.3067286366170123
2,85.0,0.9451782583284629,0.8964403348616576,0.7114285714285714,0.40039966393803805
3,114.0,0.9762127410870836,0.9562553080344165,0.700952380952381,0.39483554542992827
4,143.0,0.9486265341905318,0.903655153171996,0.7009523809523809,0.37207809068561465
5,171.0,0.9518994739918177,0.9093660389235942,0.6571428571428571,0.2448143147996611
6,200.0,0.9657510227936879,0.9352969064786334,0.6733333333333333,0.3005200274255312
7,228.0,0.9691992986557569,0.9416126444132672,0.6038095238095238,0.19864953590201448
8,257.0,0.9520748100526009,0.9097802305506806,0.7,0.4078712691351267
9,286.0,0.9518994739918177,0.9076896919555942,0.6580952380952381,0.26697584989463924
