,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.9658094681472823,0.9356918032909514,0.7685714285714285,0.5599120248131706
1,57.0,0.9658094681472823,0.9356918032909514,0.7552380952380953,0.5410723845028944
2,85.0,0.9691992986557569,0.9421806286813682,0.741904761904762,0.5158942746949668
3,114.0,0.9726475745178258,0.9489633849542166,0.7838095238095237,0.5941745057291513
4,143.0,0.9657510227936879,0.935569366080802,0.7704761904761905,0.5445293402120731
5,171.0,0.9589129164231445,0.9225595674170023,0.797142857142857,0.6149750780542104
6,200.0,0.9589129164231445,0.9225595674170023,0.797142857142857,0.6149750780542104
7,228.0,0.9589129164231445,0.9225595674170023,0.7704761904761905,0.5445293402120731
8,257.0,0.9589129164231445,0.9225595674170023,0.7838095238095237,0.5815853483492468
9,286.0,0.9589129164231445,0.9225595674170023,0.7838095238095237,0.5815853483492468
